id,title,company,location,experience,description,deadline,url,scraped_at
632,Sales Representative Ethiopia,Business,Addis Ababa,2 years,"The role requires a Bachelor’s degree, preferably in chemical majors, and fluency in English or Chinese. Candidates should have more than two years of experience in the paints industry, with expertise in R&D, raw materials, or sales preferred at companies such as BASF or DOW. The position focuses on identifying prospects, building client relationships, analyzing market conditions, and promoting paint products to improve customer production.",17 days left 2026-05-212026-04-20T12:19:03.19893+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e596c057338465d3010cbb?save=true,2026-05-03 12:22:24
633,Accountant,Finance,Addis Ababa,2 years,"The role requires a Bachelor’s degree in Accounting or Finance and at least two years of experience, ideally within a pharmaceutical import context. Candidates must demonstrate strong attention to detail, proficiency with Peachtree Accounting (or similar) and MS Office, and solid knowledge of Ethiopian tax laws and financial regulations.",17 days left 2026-05-212026-04-21T07:32:50.306668+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e63f8589a42903e9ac2125?save=true,2026-05-03 12:22:24
634,Factory Supervisor,Business,Furi,2 years,"Clean Material and Child Health Supplies Manufacturing PLC seeks a Factory Supervisor with a BA or Diploma in Marketing, Accounting, Human Resource Management, Business Management, Management, or Store Management. Candidates must possess strong communication and coordination skills, be responsible, disciplined, and team-oriented, and have at least two years of manufacturing experience (four years for diploma holders).",17 days left 2026-05-212026-04-21T11:28:17.966846+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5eb1a10369c7a5cdb8e52?save=true,2026-05-03 12:22:24
635,General Salesperson,Business,Addis Ababa,4 years,"The applicants must have More than 4 years of proven experience in equipment sales. Strong communication, negotiation, and presentation skills. Ability to work independently and as part of a team",17 days left 2026-05-212026-04-21T13:45:20.981581+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e63fc701e60a03e979679e?save=true,2026-05-03 12:22:24
636,JO Operations Officer,Business,Addis Ababa,8 years,"The role requires a Bachelor’s degree in Business Administration, Information Systems, or a related field and at least eight years of relevant experience in regulated industries such as lottery or gaming. Candidates must demonstrate strong experience with systems operation, scheduling, and high-volume data handling, along with proficiency in Microsoft Office and operational software.",17 days left 2026-05-212026-04-21T10:57:01.64035+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e63f930f4e5c03e9511463?save=true,2026-05-03 12:22:25
637,Geo technical Drilling Operator(Driller),Low and Medium Skilled Worker,Addis Ababa,5 years,"The position requires a certified drilling operator with at least five years of experience in managing truck-mounted and rig-based drilling operations. Candidates must be proficient with various Chinese drilling machines, conduct field strength tests, collect soil and rock samples, and maintain equipment integrity. Strong communication skills in English are essential, along with the ability to work under pressure and travel extensively across project sites.",17 days left 2026-05-212026-04-22T08:15:10.114197+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e7677312bbfb3ab82f1e82?save=true,2026-05-03 12:22:25
638,Sous Chef,Hospitality,Assosa,10 years,"The Sous Chef will oversee all kitchen operations, ensuring high-quality food production and compliance with safety standards. Responsibilities include menu planning, staff supervision, cost control, stock management, and maintaining hygiene. The role requires a degree in Food Production or a catering certificate, strong leadership skills, and experience managing large kitchen teams.",17 days left 2026-05-212026-04-21T07:30:16.885409+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e63fe9f5c05503e92876ce?save=true,2026-05-03 12:22:25
639,Sponsorship and Partnership Lead,Business,Addis Ababa,5 years - 8 years,"Candidates must hold a bachelor’s degree in business, marketing, communications, event management, international trade or a related field.  The position requires five to eight years of experience in sponsorship or partnership sales, advertising or brand sales, or institutional B2B roles, with proven ability to manage complex sales cycles and multi‑stakeholder partnerships independently.",17 days left 2026-05-212026-04-20T13:16:13.175577+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e596c3803d3065d3987217?save=true,2026-05-03 12:22:25
640,Personal Assistant (PA),Business,Addis Ababa,0 years,"The ideal candidate holds a Bachelor’s degree in Business Administration, Management or a related field and demonstrates strong organizational and time‑management skills. Professionalism, confidentiality, and attention to detail are essential qualities for this role. Candidates must be capable of multitasking, working under pressure, and communicating effectively in English, both written and verbally.",17 days left 2026-05-212026-04-21T09:15:01.859237+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e615fc099cd04040724d17?save=true,2026-05-03 12:22:25
641,Junior Sales Person-Yusra Home,Business,Addis Ababa,0 years - 2 years,"The role requires a Diploma or Bachelor’s degree in Marketing, Business, or related field. 0–2 years of experience in sales or customer service (fresh graduates encouraged)",17 days left 2026-05-212026-04-21T13:08:25.686747+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e73d11a4d7ef7745af2379?save=true,2026-05-03 12:22:25
642,Country Representative Africa CDC,Health Care,Addis Ababa,12 years,"The role requires a Master’s degree or higher in public health or related fields, at least 12 years of relevant experience with five years in leadership positions, and strong skills in diplomacy, partnership building, and program management. Candidates will represent Africa CDC to national authorities, coordinate surveillance and emergency response programs, mobilize resources, and strengthen local health systems.",17 days left 2026-05-212026-04-29T08:00:45.297061+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ef4ff6335924382d088920?save=true,2026-05-03 12:22:25
643,Technical Sales/ Technical Supporting,Engineering,Addis Ababa,2 years,"The role requires a Bachelor’s degree (preferably in chemistry) and fluency in English or Chinese. Candidates should have more than two years of experience in the paint industry, especially in R&D, costing, raw materials, or sales at companies such as BASF or DOW. Strong self‑motivation, presentation, and persuasive skills are essential, along with technical knowledge of paints.",17 days left 2026-05-212026-04-20T14:27:39.382378+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e596bde9b5df65d36284c7?save=true,2026-05-03 12:22:25
644,Executive 1- Chemist,Engineering,Addis Ababa,0 years - 3 years,"Candidates should hold certifications such as Certified Quality Engineer or QMS Auditor, along with knowledge of ISO 9001:2015, ISO 14001:2015, ISO 45001:2018, and HIRA. The role involves managing a small team (1-2 operators), coordinating QA/QC activities across the Addis Ababa unit, and ensuring product quality through calibration, documentation, and incident reporting.",17 days left 2026-05-212026-04-20T12:44:27.724511+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5eb66e07e8c7ac72a9067?save=true,2026-05-03 12:22:25
645,Sales Promoter (female  applicants only),Business,Addis Ababa,0 years,"The position requires a minimum of high school education or TVET and an age of 25 years or below. Candidates must be energetic, proactive, well-presented with excellent interpersonal and selling skills.",17 days left 2026-05-212026-04-21T07:43:45.235765+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5eb44b3810d7ac73469f1?save=true,2026-05-03 12:22:25
646,HR Manager,Business,Bulga,4 years,"The role requires a graduate degree in Human Resource Management or Business Management, proficiency in English, computer skills, and comprehensive knowledge of Labor Law and HR regulations. Candidates must demonstrate the ability to work under pressure, remain well organized, and be willing to work overtime, with factory experience considered an advantage.",17 days left 2026-05-212026-04-20T13:21:27.603128+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5ebacfd4d457ac7c4fa82?save=true,2026-05-03 12:22:25
647,Business Development Manager,Business,Addis Ababa,5 years,"Candidates should hold a BA/BSc in Agribusiness, Animal Production, Business Administration, Project Management or related fields and possess at least five years of experience in the agricultural sector. The incumbent will plan and implement dairy development projects, manage budgets and resources, and oversee extension activities related to feeding, hygiene, and quality.",18 days left 2026-05-222026-04-22T06:52:19.530927+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e73cc2c917e177458620c8?save=true,2026-05-03 12:22:25
648,Junior Sales Representative,Business,Addis Ababa,0 years - 1 years,"Candidates should hold a Bachelor’s Degree and have 6 months to less than 2 years of cumulative sales experience, preferably in cross‑industry settings. The role emphasizes direct sales activities for commercial properties, including prospect engagement, client follow‑ups, property presentations, and support in transaction coordination.",18 days left 2026-05-222026-04-28T09:00:08.647013+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ebd9e2c3532f79625fbf6d?save=true,2026-05-03 12:22:25
649,Executive Chef,Hospitality,Addis Ababa,8 years,"Candidates must hold a Bachelor's degree in Culinary Arts, Hotel or Restaurant Management, or a related field, with eight years of experience in the culinary industry, ideally within 5‑star international hotels. Responsibilities include menu creation, staff training, safety compliance, financial oversight, and maintaining Marriott’s brand standards.",18 days left 2026-05-222026-04-23T12:22:22.634848+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e88ec4d8ad5e7c1ea6163d?save=true,2026-05-03 12:22:25
650,Project Manager,Engineering,Addis Ababa,15 years,"Candidates must hold a Bachelor’s degree in Construction Management, Engineering, or a related field; a master’s degree or PMP certification is preferred. Applicants should possess extensive knowledge of real estate regulations, safety standards, and building codes, as well as proven expertise in budgeting, scheduling, financial management, risk mitigation, and stakeholder coordination.",18 days left 2026-05-222026-04-22T07:52:10.160458+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e79170454a807ff7b6377e?save=true,2026-05-03 12:22:25
651,Reception/ Registration/ Cashier,Health Care,Addis Ababa,0 years,"Teklehaimanot General Hospital seeks a fresh graduate for the Reception/Registration/Cashier role. The candidate will manage patient registration, process payments, and coordinate communication between patients and medical staff. Strong interpersonal skills, attention to detail, and a commitment to customer service are essential.",18 days left 2026-05-222026-04-22T06:55:17.813173+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e791045f872b7ff719b5ec?save=true,2026-05-03 12:22:25
652,Medical Doctor,Health Care,Jara,5 years - 6 years,"The role requires a Doctorate Degree in Medicine from a recognized university; postgraduate degree in internal medicine. Has experience of 5-6 years’ Experience in hospital or clinic setting, preferably in low-resource setting.",18 days left 2026-05-222026-04-22T08:32:37.87416+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e863ef55dfe13365cd1f8c?save=true,2026-05-03 12:22:25
653,Factory or plant Manager,Engineering,Addis Ababa,7 years - 10 years,"The role requires a Bachelor’s degree in Mechanical Engineering, Industrial Engineering, Food Technology, Chemistry or Biology and 7–10 years of experience in beverage or bottled water production. The candidate will manage production planning, quality control, equipment maintenance, and safety compliance while implementing lean manufacturing principles and continuous improvement techniques. Training in HACCP, GMP, and ISO 22000 standards is expected, along with hands‑on experience operating bottling machinery and packaging systems.",18 days left 2026-05-222026-04-22T08:22:41.566944+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e73ca0c90c267745050bfc?save=true,2026-05-03 12:22:25
654,Junior Accountant,Finance,Addis Ababa,0 years - 1 years,"BA Degree in Accounting,finance, or in a related field with relevant work experience
Duties & Responsibilities:
 - They may audit financial data, resolve insolvency cases, prepare tax returns and provide other tax-related advice in reference to current legislation.",18 days left 2026-05-222026-04-22T08:30:56.795861+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e863f9a8dbc43365965fec?save=true,2026-05-03 12:22:25
655,Reception,Business,Addis Ababa,1 years,"The candidates must hold a Bachelor's degree in office administration, Secretarial Science, business administration, Management, Hospitality Management or a related field of studies. Minimum of 1 years’ relevant administrative experience.",18 days left 2026-05-222026-04-21T12:23:05.197278+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e766d15552763ab8962f03?save=true,2026-05-03 12:22:42
656,Company Secretary,Business,Addis Ababa,3 years,"The role requires excellent written and verbal communication in English and Amharic, strong organisational skills, discretion with sensitive information, and proficiency in Microsoft 365. Candidates must have at least three years of experience in secretarial, executive assistant or office management roles. They should be proactive, problem‑solving, and able to handle multiple priorities in a dynamic environment.",18 days left 2026-05-222026-04-22T07:23:31.582908+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e79114f43e557ff7f3cd98?save=true,2026-05-03 12:22:42
657,Planting  Senior Supervisor,Natural Science,Ziway,3 years,"Braam Flowers PLC seeks a Planting Senior Supervisor with a degree in Agriculture, plant science, horticulture or related field. The role requires overseeing greenhouse agricultural practices, allocating duties to supervisors, ensuring quality compliance, and preparing reports. Candidates must have proven leadership skills, good communication, and be fluent in Afaan Oromo, Amharic & English.",18 days left 2026-05-222026-04-22T07:49:49.059326+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e73cf405a3fc7745fb25a1?save=true,2026-05-03 12:22:42
658,Transport Coordinator (Readvertised),Transportation & Logistics,Addis Ababa,4 years,"Candidates must hold an Master's Degree or Bachelor's Degree in Logistics, Mechanical Engineering, or related fields, with a minimum of 4 years of experience for MA holders or 6 years for BA holders in fleet management or general services.",18 days left 2026-05-222026-04-22T08:18:17.953203+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e7916286ab427ff7d6b0ee?save=true,2026-05-03 12:22:42
659,F&B Supervisor,Hospitality,Addis Ababa,0 years,"The role requires strong leadership and training abilities, deep knowledge of coffee preparation and quality assurance, and a commitment to sustainability and community engagement. Candidates should have proven supervisory experience in a coffee shop setting, preferably with certifications from recognized coffee institutions, and be prepared to manage inventory, staff development, menu innovation, and compliance with health and safety standards.",18 days left 2026-05-222026-04-22T08:00:31.200232+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e766fc4ed5fd3ab8a9f4ca?save=true,2026-05-03 12:22:42
660,TECHNICAL MANAGER,Transportation & Logistics,Addis Ababa,3 years,"Applicants must hold a Bachelor's degree in Pharmacy, have at least three years of related experience in medicines and medical equipment import processes, possess a valid professional license, and demonstrate ethical conduct and professional integrity.",18 days left 2026-05-222026-04-22T06:57:36.414267+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e79137e5cf287ff78de66a?save=true,2026-05-03 12:22:42
661,Customer Service Officer,Business,Addis Ababa,1 years,"The role requires a Bachelor’s degree in office administration, Marketing, business administration, Management, Hospitality Management or a related field of studies. Minimum of 1 years’ relevant experience.",18 days left 2026-05-222026-04-21T13:13:57.958702+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e766d9f5bb533ab8bd9cb9?save=true,2026-05-03 12:22:42
662,Senior Accountant,Finance,Addis Ababa,6 years,"The applicants must hold a Bachelor’s degree in Accounting, Finance, or related field. Minimum 6 years of relevant experience. Strong knowledge of IFRS and Ethiopian tax laws.",18 days left 2026-05-222026-04-21T12:29:25.694731+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e766e9cafc1b3ab8698ebd?save=true,2026-05-03 12:22:42
663,Senior Prize Operations Officer,Business,Addis Ababa,8 years,"The role requires a Bachelor’s degree in business administration, Finance, or related field. Minimum 8 years of relevant experience in operations, finance, or lottery/gaming industry.",18 days left 2026-05-222026-04-24T07:46:01.454461+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e077a17aba7620853b25?save=true,2026-05-03 12:22:42
664,Protection Officer,Low and Medium Skilled Worker,Shire,2 years - 4 years,"The role focuses on safeguarding vulnerable populations—especially children, women, the elderly, and persons with disabilities—through risk assessments, community consultations, referrals, and inclusive programming within WASH and cash-based interventions.",19 days left 2026-05-232026-04-23T11:33:27.195159+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e04da4a38a7620e9e389?save=true,2026-05-03 12:22:42
665,Sales Representative - Fresh Graduate,Business,Addis Ababa,0 years,"Candidates should hold a Bachelor’s Degree in any field and possess strong communication skills, discipline, and the ability to learn sales processes quickly. The job offers structured training, professional development, and a monthly salary of ETB 10,000 plus a 4% commission on each completed sale.",19 days left 2026-05-232026-04-28T11:42:37.419271+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ebd9de1fe2ec7962f328de?save=true,2026-05-03 12:22:42
666,Import Department Head,Business,Addis Ababa,5 years,"The role requires a Bachelor’s degree in Logistics, Business, or a related field and at least five years of leadership experience in import/export. Candidates must possess strong knowledge of Ethiopian customs regulations, LC and foreign payment processes, and excellent communication and problem‑solving skills.",19 days left 2026-05-232026-04-23T08:35:04.819692+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e8e29ca4ae1208750a799e?save=true,2026-05-03 12:22:42
667,IT Support Officer Location: On-site Employment Type: Full-Time,Engineering,Addis Ababa,5 years,"The role is for a highly competent IT & Office Systems Administrator with at least five years of experience in office IT maintenance and infrastructure support. Candidates will manage the organization’s entire office technology environment, including network infrastructure, Active Directory, email systems, file servers, printers, and security controls.",19 days left 2026-05-232026-04-23T11:50:10.241757+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e0746d295c76200cbe50?save=true,2026-05-03 12:22:42
668,Field Officer,Health Care,Agulae,2 years - 3 years,"Candidates should hold a relevant degree (Public Health, Environmental Health, WASH, Agriculture, etc.) and have 2–3 years’ experience in field project work, preferably in integrated development or WASH settings.",19 days left 2026-05-232026-04-24T06:43:01.045189+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9b56b46789130f191e013?save=true,2026-05-03 12:22:42
669,Import and Export Officer,Business,Addis Ababa,4 years - 5 years,"The Import and Export Officer is responsible for managing all aspects of import and export operations, including documentation, compliance with Ethiopian trade regulations, and coordination of logistics. Candidates must have a strong background in Ethiopian trade systems such as the Single Window and ECX, be knowledgeable about local commodities like oilseeds, pulses, and coffee, and possess excellent communication skills in English and Amharic.",19 days left 2026-05-232026-04-23T08:37:50.745912+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e8e3127052960875175d88?save=true,2026-05-03 12:22:42
670,People and Culture Supervisor,Business,Addis Ababa,4 years,"Candidates should hold a university Degree in Human Resources, Business Administration or a related field, with at least four years of HR experience, preferably within multinational settings. Fluency in English and Amharic is required, along with strong MS Office skills and knowledge of internal regulations and safety policies.",19 days left 2026-05-232026-04-23T09:23:24.292424+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e8e2826985350875b3be5f?save=true,2026-05-03 12:22:42
671,Service Executive — Service & Parts - Sarga,Hospitality,Addis Ababa,3 years - 5 years,"The Service Executive at Sarga will oversee aftersales support for two‑wheelers and three‑wheelers, including both electric and internal combustion vehicles in Ethiopia. Candidates should hold a Diploma or Bachelor’s degree in Mechanical/Automobile Engineering or a related field, with 3–5 years of experience in service technical, aftersales, or workshop management roles. Strong knowledge of EV and IC vehicle systems, warranty processes, job card management, and service KPIs is required, along with excellent customer‑handling skills and proficiency in Amharic (English for reporting). The role demands a professional, solution‑oriented approach to ensure high customer satisfaction and support business revenue targets.",19 days left 2026-05-232026-04-23T12:27:58.260562+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e8e2865ad2df087507a13b?save=true,2026-05-03 12:22:42
672,People and Culture Supervisor,Business,Addis Ababa,4 years,"Candidates must hold a university degree in Human Resources, Business Administration or a related field and possess at least four years of experience in HR or People & Culture roles within a multinational or international organization. Fluency in English and Amharic (both spoken and written) is required, along with strong MS Office skills and knowledge of internal regulations and company safety policies.",19 days left 2026-05-232026-04-23T11:54:51.762918+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e8e27f649424087500519e?save=true,2026-05-03 12:22:42
673,Storekeeper,Business,Addis Ababa,3 years,"The role requires a Diploma or equivalent; additional certification in inventory management is a plus.  Proven experience as a storekeeper or in a similar role, with a minimum of three years of experience.",19 days left 2026-05-232026-04-22T08:45:52.631031+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e863f30975643365579d9f?save=true,2026-05-03 12:22:42
674,Senior Accountant,Finance,Addis Ababa,2 years,"The role requires a Bachelor's degree in Accounting, Finance, or a related field.  Proven experience in accounting or finance, with a minimum of two years as a senior accountant. Experience in the preparation of financial forecasts and budgets.",19 days left 2026-05-232026-04-22T08:42:01.819648+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e863f6899be83365f923e2?save=true,2026-05-03 12:22:42
675,Revenue Manager,Finance,Addis Ababa,3 years - 5 years,"Candidates must hold a Bachelor’s Degree in Finance or Accounting and possess 3–5 years of experience within the hospitality industry, along with advanced Excel and data analysis skills. Key responsibilities include forecasting revenue, setting annual budgeting targets with the Finance Director, reconciling property management systems with accounting software.",19 days left 2026-05-232026-04-23T08:25:17.145414+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e88ecb3454e77c1e944b2d?save=true,2026-05-03 12:22:42
676,Sales Consultant,Business,Addis Ababa,0 years,"Candidates should hold a diploma or bachelor’s degree in business, marketing, or a related field (preferred) and possess strong communication and negotiation skills. A target‑driven mindset with excellent follow‑up abilities is essential, and experience in the real estate sector is considered an advantage.",19 days left 2026-05-232026-04-23T11:47:59.039105+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9b56efb6a0230f1e602ea?save=true,2026-05-03 12:22:42
677,Junior Human Resource Officer,Business,Addis Ababa,1 years - 3 years,"The candidate should hold a Bachelor’s degree in human resource management, business administration or a related field and have 1–3 years of HR experience, preferably within solar, electronics, electric vehicle or logistics companies. A basic understanding of Ethiopian labor law, strong organizational skills, effective communication abilities, and proficiency with Microsoft Office (especially Excel) are required.",19 days left 2026-05-232026-04-23T07:30:44.476603+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e8e298db561408750c7c61?save=true,2026-05-03 12:22:42
678,mobile game player,ICT,Addis Ababa,0 years,"The position seeks a mobile game player with strong gaming skills and excellent English proficiency. Candidates must be responsible, reliable, and able to follow instructions consistently while meeting performance expectations.",19 days left 2026-05-232026-04-23T08:53:24.050335+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e8b849c6374e42ba2e813d?save=true,2026-05-03 12:22:42
679,Industrial Engineering,Engineering,Addis Ababa,2 years,"The applicants must hold a Bachelor’s Degree in Industrial Engineering, Garment Engineering, Textile Technology, or related field.",19 days left 2026-05-232026-04-29T08:25:21.950524+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f0cb920bfb9e0ea24132f3?save=true,2026-05-03 12:22:42
680,Secretary,Business,Addis Ababa,3 years - 4 years,"The role requires a Degree in Secretarial Science, Office Management, Business Administration, or a related field. Minimum of 3–5 years relevant work experience preferred.",19 days left 2026-05-232026-04-22T13:29:06.799298+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e88eb4dfeb9a7c1ebfcb79?save=true,2026-05-03 12:22:42
681,Cashier,Finance,Addis Ababa,1 years - 3 years,"The Cashier position at Kasim Kemal Importer requires a junior-level candidate with strong analytical and time‑management skills to manage cash transactions, maintain financial records, and support the finance team in Addis Ababa. Candidates must be proficient in Microsoft Office, basic accounting principles, and possess excellent communication and organizational abilities.",19 days left 2026-05-232026-04-23T08:31:46.779753+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e8e289aa412a08752f7128?save=true,2026-05-03 12:22:42
682,Subregional Coordinator for Eastern Africa,Natural Science,Addis Ababa,12 years,"The Subregional Coordinator for Eastern Africa is a senior FAO staff position based in Addis Ababa, Ethiopia. Candidates must hold an advanced university degree (Master’s or equivalent) in agriculture, fishery, forestry or international relations and have at least twelve years of professional experience in development, resource mobilization, and partnership management, particularly within Africa. The role requires strong leadership, strategic thinking, and the ability to coordinate multidisciplinary teams while representing FAO to regional bodies such as the African Union and UNECA.",19 days left 2026-05-232026-04-28T14:04:07.638453+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ecaccd8c06f8421edec2df?save=true,2026-05-03 12:22:42
683,"Intern, Communications and Social Media",Creative Arts,Addis Ababa,1 years,Educational background in a related field of study with relevant work experience,20 days left 2026-05-242025-06-13T13:26:22.077835+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/683e119cf395d647446d8bdc?save=true,2026-05-03 12:22:42
684,Picker / Packer Assistant - Sarga,Low and Medium Skilled Worker,Addis Ababa,2 years,"Candidates should possess a secondary school certificate or equivalent, with a technical background in automotive or logistics preferred, and demonstrate physical fitness to manage items up to 25 kg. Basic computer literacy, Amharic proficiency, and English reading skills are required.",20 days left 2026-05-242026-04-24T06:59:55.380728+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ea3401f07c3808a9c72871?save=true,2026-05-03 12:22:42
685,Senior Accountant,Finance,Debre Birhan,3 years,"The candidate must hold a  Bachelor’s degree in Accounting, Finance, or related field. Minimum of 3 years of accounting experience, prior experience working within special economic zones is highly preferred, or in the solar energy field within Ethiopia.",20 days left 2026-05-242026-04-23T12:57:15.808886+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ea09ccc57f073a0172256a?save=true,2026-05-03 12:22:42
686,Junior Architect,Engineering,Addis Ababa,1 years - 3 years,"Candidates should have 1‑3 years of experience in architecture or construction, be proficient with design software such as AutoCAD or SketchUp, and possess strong communication and detail orientation skills. Continuous learning and collaboration with vendors, contractors, and clients are key components of the role.",20 days left 2026-05-242026-04-24T06:31:43.346933+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ea3423274b3208a99c3966?save=true,2026-05-03 12:22:42
687,Sales,Business,Addis Ababa,1 years,"The applicants must hold a Degree in Marketing, Business, Accounting or related field or diploma with more than three years experience in the field. Proven experience in retail sales, ideally in electronics or a similar consumer goods industry.",20 days left 2026-05-242026-04-23T13:05:44.026974+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e027e324da7620c2c1f7?save=true,2026-05-03 12:22:42
688,Assistant Trader,Business,Addis Ababa,0 years,"The Assistant Trader role requires a Bachelor’s degree or Diploma in Management, Business, Office Administration, or related field. Candidates must possess excellent English language skills and strong computer proficiency with MS Word, Excel, and email. Arabic language skills are an added advantage.",20 days left 2026-05-242026-04-24T06:38:13.153775+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ea348292e6f408a9aa1ccb?save=true,2026-05-03 12:22:42
689,"Associate Director, Alliance Medical Solutions",Engineering,Addis Ababa,10 years,"The position requires a Bachelor’s or Master’s degree in Pharmacy, Medical Engineering, Biomedical Engineering, or a related field and at least ten years of experience, including five years in a managerial or director role. The Associate Director will lead sales, importation, installation, and regulatory compliance for hospital-grade medical equipment in Ethiopia. Strong negotiation, communication, and technical support skills are essential.",20 days left 2026-05-242026-04-29T08:07:34.283303+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ec82ac7656ab03d3015d88?save=true,2026-05-03 12:22:42
690,Finance Manager,Finance,Addis Ababa,10 years,"Finance Manager position at Blue River Business Group requires a Bachelor’s degree or higher in Accounting, Finance, or related field and at least ten years of experience in finance. Candidates must have strong knowledge of import/export/transport operations, Revenue Ministry regulations, and proven leadership and analytical skills.",20 days left 2026-05-242026-04-23T11:26:30.795124+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e059a621637620eeda5f?save=true,2026-05-03 12:22:42
691,Parts Sales Executive — Two & Three Wheeler Vehicles - Sarga,Business,Addis Ababa,2 years - 4 years,"This role requires a diploma in Business Management, Sales, Mechanical/Automobile Engineering or related field and 2‑4 years of experience in parts sales or aftersales within the automotive or two/three‑wheeler sector. The successful candidate will manage spare part orders, coordinate with dealers, warehouses and service centres, and support business development initiatives across both electric (EV) and internal combustion (IC) vehicle lines.",20 days left 2026-05-242026-04-24T06:34:10.949445+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ea3420d14d0708a9818b74?save=true,2026-05-03 12:22:42
692,Junior Chemist,Natural Science,Tulefa,0 years,"PANA DM trading PLC, a private shoe manufacturing factory, is hiring a Junior Chemist with a Bachelor’s degree in Chemistry or related field. The role involves testing and analyzing raw materials and finished products, supporting quality control processes, conducting laboratory experiments, maintaining equipment, and collaborating closely with production teams. Fresh graduates are encouraged to apply.",20 days left 2026-05-242026-04-24T06:45:47.254921+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ea3494ada62108a9a9b7e2?save=true,2026-05-03 12:22:42
